doe_id,Material_ID,Blechdicke,Niederhalterkraft,Ziehspalt,Stempel_ID,Einlegeposition,Ziehtiefe,Breite,UG,OG,E,Material_Name,Rp0,Rp0.2,Rp100,Rp25,Rp50
516,5,1.48,80,2.4,3,1,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
517,5,1.48,320,2.4,3,-1,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
518,5,1.48,140,2.4,3,-5,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
519,5,1.48,410,2.4,3,-5,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
520,5,1.48,330,2.4,3,5,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
521,3,1.01,350,2.4,3,-4,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
522,3,1.01,70,2.4,3,4,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
523,5,1.48,430,2.4,3,0,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
524,5,1.48,190,2.4,3,-3,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
525,5,1.48,440,2.4,3,-5,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
526,5,1.48,180,2.4,3,2,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
527,3,1.01,290,2.4,3,-2,70,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
528,4,0.99,150,1.6,2,3,30,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
529,3,1.01,60,1.6,2,0,30,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
530,3,1.01,220,2.4,3,1,50,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
531,4,0.99,20,2.4,3,5,70,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
532,5,1.48,30,2.4,3,-5,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
533,5,1.48,10,2.4,3,-3,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
534,6,1.01,160,2.4,3,4,50,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
535,5,1.48,460,2.4,3,-4,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
536,5,1.48,130,2.4,3,-1,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
537,5,1.48,400,2.4,3,-3,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
538,4,0.99,260,1.6,2,-5,30,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
539,5,1.48,380,2.4,3,0,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
540,5,1.48,280,2.4,3,2,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
541,5,1.48,390,2.4,3,-2,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
542,5,1.48,120,2.4,3,-5,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
543,6,1.01,310,1.6,2,4,30,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
544,4,0.99,340,1.6,2,1,30,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
545,4,0.99,420,2.4,3,-1,50,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
546,3,1.01,100,2.4,3,5,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
547,3,1.01,110,1.6,2,3,30,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
548,5,1.48,360,2.4,3,-4,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
549,3,1.01,200,1.6,2,-1,70,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
550,3,1.01,40,2.4,3,-3,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
551,4,0.99,490,1.6,2,-2,50,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
552,5,1.48,110,2.4,3,1,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
553,5,1.48,300,2.4,3,-5,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
554,5,1.48,440,2.4,3,4,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
555,5,1.48,30,2.4,3,2,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
556,4,0.99,280,1.6,2,3,70,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
557,6,1.01,350,1.6,2,-5,30,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
558,5,1.48,380,2.4,3,-4,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
559,5,1.48,500,2.4,3,5,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
560,3,1.01,100,1.6,2,0,70,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
561,5,1.48,20,2.4,3,1,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
562,4,0.99,330,2.4,3,-2,50,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
563,5,1.48,70,2.4,3,-4,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
564,5,1.48,490,2.4,3,2,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
565,5,1.48,430,2.4,3,0,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
566,5,1.48,50,2.4,3,5,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
567,5,1.48,410,2.4,3,-3,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
568,3,1.01,140,1.6,2,-5,30,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
569,4,0.99,420,1.6,2,-1,70,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
570,4,0.99,370,1.6,2,-5,30,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
571,5,1.48,290,2.4,3,4,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
572,4,0.99,250,1.6,2,3,50,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
573,5,1.48,60,2.4,3,-1,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
574,5,1.48,120,2.4,3,5,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
575,5,1.48,310,2.4,3,0,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
576,3,1.01,340,1.6,2,2,30,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
577,3,1.01,10,2.4,3,-3,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
578,4,0.99,90,2.4,3,1,30,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
579,6,1.01,240,1.6,2,-5,50,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
580,6,1.01,450,1.6,2,-2,70,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
581,5,1.48,80,2.4,3,-4,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
582,5,1.48,320,2.4,3,4,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
583,5,1.48,360,2.4,3,-5,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
584,5,1.48,190,2.4,3,3,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
585,6,1.01,460,2.4,3,1,70,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
586,5,1.48,200,2.4,3,-1,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
587,5,1.48,150,2.4,3,-5,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
588,5,1.48,180,2.4,3,-5,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
589,6,1.01,210,2.4,3,3,70,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
590,5,1.48,160,2.4,3,0,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
591,6,1.01,400,1.6,2,4,30,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
592,5,1.48,390,2.4,3,-4,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
593,4,0.99,10,1.6,2,2,70,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
594,6,1.01,130,1.6,2,-2,30,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
595,5,1.48,220,2.4,3,-3,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
596,4,0.99,480,1.6,2,5,50,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
597,5,1.48,170,2.4,3,2,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
598,4,0.99,260,1.6,2,1,70,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
599,3,1.01,230,1.6,2,-1,30,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
600,5,1.48,270,2.4,3,-2,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
601,5,1.48,40,2.4,3,4,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
602,6,1.01,470,1.6,2,5,30,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
603,3,1.01,500,2.4,3,-5,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
604,5,1.48,70,2.4,3,3,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
605,3,1.01,420,2.4,3,-3,70,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
606,5,1.48,110,2.4,3,-4,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
607,5,1.48,430,2.4,3,0,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
608,3,1.01,340,1.6,2,-5,50,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
609,5,1.48,30,2.4,3,-2,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
610,4,0.99,410,1.6,2,-4,30,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
611,5,1.48,40,2.4,3,1,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
612,4,0.99,350,2.4,3,2,70,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
613,5,1.48,460,2.4,3,-5,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
614,5,1.48,150,2.4,3,3,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
615,5,1.48,130,2.4,3,-5,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
616,3,1.01,190,1.6,2,4,50,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
617,3,1.01,60,1.6,2,0,30,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
618,3,1.01,290,2.4,3,-1,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
619,5,1.48,370,2.4,3,5,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
620,3,1.01,230,1.6,2,-3,50,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
621,5,1.48,170,2.4,3,-2,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
622,5,1.48,10,2.4,3,-4,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
623,5,1.48,270,2.4,3,-3,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
624,5,1.48,90,2.4,3,0,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
625,4,0.99,450,1.6,2,1,30,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
626,5,1.48,400,2.4,3,2,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
627,5,1.48,440,2.4,3,-1,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
628,5,1.48,300,2.4,3,3,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
629,5,1.48,380,2.4,3,4,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
630,5,1.48,320,2.4,3,-5,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
631,6,1.01,490,2.4,3,-5,30,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
632,6,1.01,390,1.6,2,5,70,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
633,5,1.48,220,2.4,3,0,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
634,6,1.01,470,1.6,2,1,70,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
635,5,1.48,480,2.4,3,-4,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
636,5,1.48,80,2.4,3,-3,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
637,4,0.99,210,1.6,2,-5,50,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
638,5,1.48,240,2.4,3,-2,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
639,6,1.01,140,1.6,2,3,70,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
640,4,0.99,260,2.4,3,5,30,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
641,5,1.48,20,2.4,3,-5,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
642,6,1.01,100,1.6,2,4,50,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
643,3,1.01,280,2.4,3,2,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
644,5,1.48,310,2.4,3,-1,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
645,5,1.48,360,2.4,3,-1,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
646,5,1.48,330,2.4,3,2,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
647,5,1.48,200,2.4,3,-3,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
648,5,1.48,10,2.4,3,3,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
649,4,0.99,120,1.6,2,1,30,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
650,6,1.01,180,1.6,2,-5,50,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
651,5,1.48,50,2.4,3,-4,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
652,4,0.99,160,2.4,3,-2,70,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
653,5,1.48,250,2.4,3,5,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
654,4,0.99,160,1.6,2,0,30,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
655,5,1.48,330,2.4,3,4,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
656,3,1.01,240,1.6,2,-5,70,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
657,3,1.01,340,1.6,2,2,50,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
658,6,1.01,150,1.6,2,3,30,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
659,3,1.01,450,2.4,3,4,70,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
660,5,1.48,180,2.4,3,5,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
661,5,1.48,410,2.4,3,-5,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
662,5,1.48,400,2.4,3,-5,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
663,5,1.48,50,2.4,3,-2,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
664,5,1.48,10,2.4,3,-1,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
665,4,0.99,220,1.6,2,-4,30,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
666,3,1.01,270,2.4,3,1,70,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
667,4,0.99,120,2.4,3,0,50,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
668,4,0.99,100,1.6,2,-3,30,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
669,6,1.01,440,2.4,3,-1,30,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
670,5,1.48,380,2.4,3,0,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
671,5,1.48,280,2.4,3,-5,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
672,5,1.48,430,2.4,3,4,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
673,5,1.48,140,2.4,3,3,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
674,5,1.48,470,2.4,3,-4,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
675,6,1.01,350,1.6,2,-5,70,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
676,6,1.01,210,1.6,2,2,30,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
677,4,0.99,390,2.4,3,-3,50,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
678,5,1.48,90,2.4,3,5,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
679,5,1.48,170,2.4,3,1,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
680,5,1.48,40,2.4,3,-2,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
